               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.023857,           0.0082545,           0.0036523,             0.61447,             0.88315,             0.76261,             0.55499,             0.01401,           0.0039082,           0.0095741,           0.0069508,           0.0069508,           0.0069508
                 156,            0.025364,           0.0079558,           0.0027711,             0.66053,             0.91171,             0.78127,             0.56604,            0.015965,           0.0039842,           0.0087055,            0.006931,            0.006931,            0.006931
                 157,            0.024649,            0.008935,            0.003749,             0.77258,               0.875,             0.83456,             0.62235,            0.013899,           0.0040476,           0.0083439,           0.0069112,           0.0069112,           0.0069112
                 158,            0.022876,            0.008906,           0.0026361,             0.72289,               0.875,             0.85308,             0.60763,            0.014008,           0.0039585,            0.011844,           0.0068914,           0.0068914,           0.0068914
                 159,            0.022272,           0.0073241,           0.0020983,              0.7647,             0.82202,             0.81378,             0.58934,            0.014178,           0.0038817,             0.01568,           0.0068716,           0.0068716,           0.0068716
                 160,            0.023571,           0.0087588,           0.0060956,             0.75782,               0.847,             0.77968,             0.57635,            0.014418,           0.0037429,            0.013654,           0.0068518,           0.0068518,           0.0068518
                 161,            0.022827,            0.006946,           0.0027352,             0.77714,             0.81286,             0.75949,             0.57588,            0.013019,           0.0037034,            0.012796,            0.006832,            0.006832,            0.006832
                 162,            0.021448,           0.0084111,           0.0026646,             0.79704,             0.81578,             0.76249,             0.59209,            0.012036,           0.0038431,            0.010355,           0.0068122,           0.0068122,           0.0068122
                 163,            0.021058,           0.0076867,           0.0023442,             0.78472,                0.85,             0.76423,              0.5559,            0.013947,           0.0038605,           0.0087433,           0.0067924,           0.0067924,           0.0067924
                 164,            0.022894,           0.0079675,           0.0051258,             0.82366,               0.875,             0.80126,             0.57889,            0.015002,           0.0038834,           0.0071056,           0.0067726,           0.0067726,           0.0067726
                 165,            0.022649,           0.0076789,           0.0017889,             0.71525,             0.87752,             0.82382,             0.62813,            0.014004,           0.0038359,           0.0076866,           0.0067528,           0.0067528,           0.0067528
                 166,            0.019137,           0.0066453,           0.0027922,             0.79052,             0.88659,             0.82927,             0.63331,            0.012501,           0.0035899,           0.0072697,            0.006733,            0.006733,            0.006733
                 167,            0.020711,            0.008229,             0.00258,             0.74782,                 0.9,             0.80681,             0.62549,            0.015359,           0.0035224,           0.0080208,           0.0067132,           0.0067132,           0.0067132
                 168,            0.024823,           0.0069635,           0.0032288,             0.78354,                 0.9,              0.8275,             0.61072,              0.0143,           0.0038743,           0.0078194,           0.0066934,           0.0066934,           0.0066934
                 169,            0.024071,           0.0081953,           0.0013579,             0.71857,                 0.9,             0.79652,             0.62639,            0.014278,            0.003808,           0.0082932,           0.0066736,           0.0066736,           0.0066736
                 170,            0.022655,           0.0075069,           0.0019898,             0.72357,                 0.9,             0.80596,             0.62791,            0.013543,           0.0039225,           0.0074814,           0.0066538,           0.0066538,           0.0066538
                 171,            0.018509,           0.0083787,           0.0018555,               0.706,                 0.9,             0.79721,             0.58774,            0.014542,           0.0040967,           0.0074631,            0.006634,            0.006634,            0.006634
                 172,            0.022595,           0.0071222,            0.003427,              0.6978,                 0.9,             0.81165,             0.54774,            0.014845,           0.0039039,           0.0073158,           0.0066142,           0.0066142,           0.0066142
                 173,            0.025609,           0.0075476,           0.0025139,             0.75346,             0.90378,             0.83263,             0.59608,            0.014249,           0.0035479,           0.0069649,           0.0065944,           0.0065944,           0.0065944
                 174,            0.020875,           0.0069216,           0.0048756,             0.69252,             0.89356,             0.81498,             0.58252,            0.013229,            0.003444,           0.0069061,           0.0065746,           0.0065746,           0.0065746
                 175,            0.021966,           0.0075627,           0.0034315,              0.7451,             0.84167,             0.79251,             0.60043,            0.012954,           0.0032051,           0.0070118,           0.0065548,           0.0065548,           0.0065548
                 176,            0.022225,           0.0079547,           0.0031765,             0.76052,             0.82766,             0.75086,             0.58799,            0.013181,           0.0031757,            0.007069,            0.006535,            0.006535,            0.006535
                 177,            0.021886,           0.0070868,           0.0026642,             0.76369,             0.84167,             0.75319,             0.54615,            0.013364,           0.0030301,            0.007369,           0.0065152,           0.0065152,           0.0065152
                 178,             0.01936,           0.0072799,           0.0032379,             0.77083,             0.84121,             0.74245,             0.56766,            0.012399,            0.003056,           0.0076723,           0.0064954,           0.0064954,           0.0064954
                 179,            0.017332,           0.0078842,           0.0027008,             0.69538,             0.82455,             0.72071,             0.55923,            0.012961,           0.0031326,           0.0080397,           0.0064756,           0.0064756,           0.0064756
                 180,            0.021383,           0.0078471,           0.0021708,             0.77283,             0.81107,             0.74312,             0.55989,            0.013208,           0.0031874,           0.0075983,           0.0064558,           0.0064558,           0.0064558
                 181,            0.019864,           0.0069321,           0.0012068,             0.74783,             0.82455,             0.74542,             0.57722,            0.011696,           0.0030344,           0.0074842,            0.006436,            0.006436,            0.006436
                 182,            0.018888,           0.0060404,           0.0029989,             0.65918,             0.84167,             0.74742,             0.56611,            0.012246,           0.0031965,           0.0091324,           0.0064162,           0.0064162,           0.0064162
                 183,            0.020182,           0.0075744,           0.0018706,             0.69806,              0.8105,             0.74963,             0.55122,            0.013029,           0.0031826,           0.0098572,           0.0063964,           0.0063964,           0.0063964
                 184,            0.024355,           0.0073975,           0.0025905,             0.70629,             0.81667,             0.75342,             0.57019,            0.013399,           0.0032284,           0.0096786,           0.0063766,           0.0063766,           0.0063766
                 185,            0.024892,           0.0074666,           0.0027326,             0.77631,             0.81667,              0.7545,             0.57864,            0.012698,           0.0030823,           0.0088524,           0.0063568,           0.0063568,           0.0063568
                 186,            0.019944,            0.007533,           0.0017886,             0.73609,             0.81667,             0.73226,             0.56543,            0.012416,           0.0030873,           0.0089743,            0.006337,            0.006337,            0.006337
                 187,            0.020941,           0.0075985,           0.0023793,             0.67772,             0.90835,              0.7841,             0.60704,            0.012644,           0.0032005,           0.0090843,           0.0063172,           0.0063172,           0.0063172
                 188,            0.023178,           0.0084872,           0.0014835,             0.71748,             0.89388,             0.78608,             0.53565,            0.015532,           0.0033071,           0.0089436,           0.0062974,           0.0062974,           0.0062974
                 189,            0.022452,           0.0070128,           0.0012152,             0.73733,             0.89478,              0.7867,             0.62517,            0.011093,            0.003211,           0.0090435,           0.0062776,           0.0062776,           0.0062776
                 190,            0.019457,            0.006477,            0.001902,             0.74042,             0.89607,             0.80651,             0.62934,            0.011748,           0.0031412,            0.009177,           0.0062578,           0.0062578,           0.0062578
                 191,            0.016864,           0.0056519,           0.0019877,             0.71485,             0.88262,             0.74613,             0.56514,            0.013205,           0.0032327,           0.0094887,            0.006238,            0.006238,            0.006238
                 192,            0.020797,           0.0069235,           0.0014991,             0.69207,             0.89863,             0.74148,             0.56361,            0.013695,           0.0033801,           0.0099293,           0.0062182,           0.0062182,           0.0062182
                 193,            0.021369,           0.0076381,           0.0022045,             0.71597,             0.78916,             0.73717,             0.55968,            0.012095,            0.003185,            0.010325,           0.0061984,           0.0061984,           0.0061984
                 194,            0.020897,           0.0064172,           0.0013808,             0.70179,             0.87954,             0.74229,              0.5881,            0.011545,           0.0031672,            0.010754,           0.0061786,           0.0061786,           0.0061786
                 195,            0.019565,           0.0064397,           0.0017149,             0.70109,             0.70604,             0.76755,             0.59593,            0.012695,           0.0035167,             0.01335,           0.0061588,           0.0061588,           0.0061588
                 196,            0.020434,           0.0071435,           0.0015425,             0.71284,             0.68333,             0.71486,             0.53064,            0.013777,           0.0037372,            0.014494,            0.006139,            0.006139,            0.006139
                 197,              0.0202,            0.007126,           0.0012368,             0.70865,             0.68333,             0.72994,             0.57226,            0.013386,           0.0036464,            0.014595,           0.0061192,           0.0061192,           0.0061192
                 198,            0.019901,           0.0063211,           0.0027202,             0.70269,             0.68333,              0.7303,             0.57055,            0.012501,            0.003597,            0.014847,           0.0060994,           0.0060994,           0.0060994
                 199,            0.020168,           0.0078595,           0.0018102,              0.6336,             0.80235,             0.72581,             0.52404,            0.013215,           0.0036139,            0.014938,           0.0060796,           0.0060796,           0.0060796
                 200,            0.019383,           0.0064698,            0.003288,             0.72216,             0.69803,              0.7042,             0.48749,            0.013535,            0.003603,             0.01485,           0.0060598,           0.0060598,           0.0060598
                 201,            0.019139,           0.0065674,           0.0015858,             0.72479,             0.70675,             0.69926,             0.53585,            0.012372,           0.0034795,            0.014723,             0.00604,             0.00604,             0.00604
                 202,            0.018639,           0.0060317,           0.0016291,             0.65824,             0.81667,             0.68078,             0.51545,            0.012647,           0.0033138,            0.013741,           0.0060202,           0.0060202,           0.0060202
                 203,            0.015938,           0.0067375,          0.00095975,             0.71065,             0.81667,             0.70585,             0.52752,            0.014101,           0.0033216,            0.012563,           0.0060004,           0.0060004,           0.0060004
                 204,             0.02153,           0.0063977,           0.0013444,             0.70645,             0.81251,             0.70938,             0.52474,            0.013741,           0.0032418,            0.012042,           0.0059806,           0.0059806,           0.0059806
                 205,            0.020727,           0.0074412,           0.0017617,              0.7485,             0.79497,             0.73789,             0.55742,            0.012979,            0.003027,             0.01171,           0.0059608,           0.0059608,           0.0059608
                 206,            0.019835,           0.0066425,          0.00090543,             0.75548,             0.81667,              0.7318,             0.58326,            0.012056,           0.0029843,            0.011498,            0.005941,            0.005941,            0.005941
                 207,            0.019789,           0.0063142,           0.0031522,             0.71089,             0.73333,             0.68911,               0.529,            0.013604,           0.0031099,            0.013829,           0.0059212,           0.0059212,           0.0059212
                 208,            0.019089,           0.0061278,           0.0012006,             0.70743,             0.73333,             0.69349,             0.51912,            0.014029,           0.0032458,            0.014055,           0.0059014,           0.0059014,           0.0059014
                 209,            0.020304,           0.0066258,           0.0020582,             0.70197,             0.73333,             0.67819,             0.52323,            0.012245,            0.003149,            0.015222,           0.0058816,           0.0058816,           0.0058816
                 210,            0.020563,           0.0055995,           0.0012507,             0.70601,             0.73169,             0.68024,              0.5123,            0.013074,           0.0032082,            0.015247,           0.0058618,           0.0058618,           0.0058618
                 211,            0.017826,           0.0065163,           0.0026239,             0.70704,             0.73333,             0.68027,             0.50788,             0.01281,           0.0031836,            0.015259,            0.005842,            0.005842,            0.005842
                 212,            0.018675,           0.0067643,           0.0013538,             0.69541,             0.73333,              0.6807,             0.50279,            0.015459,           0.0033226,            0.014822,           0.0058222,           0.0058222,           0.0058222
                 213,            0.019337,           0.0061648,            0.001168,             0.70007,             0.73333,             0.69031,             0.51046,            0.013554,           0.0031354,            0.013913,           0.0058024,           0.0058024,           0.0058024
                 214,            0.017495,           0.0067571,           0.0037602,             0.68031,             0.83113,             0.70154,             0.55921,            0.012586,           0.0030944,            0.011435,           0.0057826,           0.0057826,           0.0057826
                 215,            0.017739,            0.006251,           0.0015697,             0.75415,             0.79167,             0.72505,             0.55624,            0.013737,           0.0031712,           0.0090544,           0.0057628,           0.0057628,           0.0057628
                 216,            0.019947,           0.0067119,           0.0013653,             0.75507,             0.79167,             0.75766,             0.58583,              0.0129,           0.0032852,           0.0093143,            0.005743,            0.005743,            0.005743
                 217,            0.020652,           0.0064563,           0.0013845,             0.75744,             0.77209,             0.76016,             0.59341,            0.012286,           0.0034127,           0.0096596,           0.0057232,           0.0057232,           0.0057232
                 218,            0.017161,           0.0058173,           0.0019097,              0.7186,              0.8009,             0.74354,             0.57908,            0.012143,           0.0036356,            0.010075,           0.0057034,           0.0057034,           0.0057034
                 219,            0.019542,           0.0071601,           0.0018934,             0.74642,              0.6818,             0.66816,             0.50602,            0.013316,           0.0044632,            0.010611,           0.0056836,           0.0056836,           0.0056836
                 220,            0.018283,           0.0069668,          0.00098475,             0.74716,             0.68333,             0.68175,             0.50482,            0.015376,           0.0044382,            0.010133,           0.0056638,           0.0056638,           0.0056638
                 221,            0.024021,           0.0065106,           0.0028525,             0.74077,             0.68333,             0.73184,             0.57329,            0.012836,            0.004106,           0.0092392,            0.005644,            0.005644,            0.005644
                 222,            0.018392,           0.0063758,           0.0021381,             0.70676,             0.78565,             0.69988,             0.55162,             0.01224,           0.0043659,           0.0082794,           0.0056242,           0.0056242,           0.0056242
                 223,            0.016881,           0.0064851,           0.0016112,             0.69478,             0.83163,             0.73588,             0.55923,            0.013238,           0.0045593,           0.0078888,           0.0056044,           0.0056044,           0.0056044
                 224,            0.020834,           0.0064702,           0.0012941,             0.71444,             0.87017,             0.75197,             0.58146,            0.012516,           0.0044906,           0.0081787,           0.0055846,           0.0055846,           0.0055846
                 225,            0.018382,           0.0075775,           0.0037645,             0.69618,             0.80145,             0.77043,               0.589,            0.012424,           0.0044365,           0.0099892,           0.0055648,           0.0055648,           0.0055648
                 226,            0.020631,           0.0063672,           0.0039536,             0.68542,                0.85,             0.74352,             0.58336,            0.011413,           0.0045919,           0.0086632,            0.005545,            0.005545,            0.005545
                 227,            0.018096,           0.0066825,           0.0015748,             0.75628,              0.8435,             0.78584,             0.60013,            0.011838,           0.0047815,           0.0084225,           0.0055252,           0.0055252,           0.0055252
                 228,            0.017677,            0.006423,           0.0017409,             0.77681,              0.8489,             0.81551,             0.59678,            0.014957,           0.0049491,           0.0082443,           0.0055054,           0.0055054,           0.0055054
                 229,            0.020546,           0.0063966,           0.0011776,             0.78617,                0.85,             0.82821,             0.62528,            0.012759,           0.0048137,           0.0082458,           0.0054856,           0.0054856,           0.0054856
                 230,            0.020172,           0.0055352,           0.0021874,             0.78769,                0.85,              0.8474,             0.63472,            0.012028,           0.0046525,           0.0083588,           0.0054658,           0.0054658,           0.0054658
                 231,            0.018039,            0.006022,           0.0019302,             0.80071,             0.86353,              0.8581,             0.62547,            0.013691,           0.0042894,           0.0082672,            0.005446,            0.005446,            0.005446
                 232,            0.018973,           0.0062256,           0.0026555,             0.80062,              0.8677,             0.85835,             0.67854,            0.011964,           0.0040438,           0.0074757,           0.0054262,           0.0054262,           0.0054262
                 233,             0.01777,           0.0075819,           0.0014944,             0.77691,             0.77756,             0.82675,             0.63966,            0.011886,           0.0038729,           0.0072731,           0.0054064,           0.0054064,           0.0054064
                 234,             0.01494,           0.0052506,          0.00084761,              0.7465,             0.79631,             0.82772,             0.65229,            0.011538,           0.0037544,           0.0070036,           0.0053866,           0.0053866,           0.0053866
                 235,            0.018551,           0.0065422,           0.0013058,             0.74233,             0.87649,             0.82411,             0.64268,             0.01316,           0.0037777,           0.0067581,           0.0053668,           0.0053668,           0.0053668
                 236,            0.018223,           0.0065339,           0.0019448,             0.75429,             0.74741,             0.81464,             0.61073,            0.012374,           0.0037968,           0.0069078,            0.005347,            0.005347,            0.005347
                 237,            0.017925,            0.006501,           0.0018727,             0.75702,             0.75838,              0.8085,             0.59796,            0.013827,           0.0037727,           0.0071552,           0.0053272,           0.0053272,           0.0053272
                 238,            0.017871,           0.0059897,          0.00086229,             0.75543,             0.75428,             0.80463,              0.6328,            0.011883,           0.0036783,           0.0074276,           0.0053074,           0.0053074,           0.0053074
                 239,             0.01753,            0.007131,            0.001606,             0.68977,             0.86695,             0.81189,             0.63261,            0.012203,           0.0035646,           0.0078453,           0.0052876,           0.0052876,           0.0052876
                 240,             0.02018,           0.0060093,            0.001751,             0.66202,             0.89167,             0.79221,             0.63197,            0.011363,           0.0035059,           0.0082199,           0.0052678,           0.0052678,           0.0052678
                 241,            0.016868,           0.0064527,            0.001134,             0.71546,             0.83337,             0.83055,             0.62414,            0.012452,           0.0035493,           0.0085815,            0.005248,            0.005248,            0.005248
                 242,            0.017588,            0.006048,           0.0011818,              0.7509,             0.81943,             0.82262,              0.6323,            0.011785,            0.003499,           0.0086151,           0.0052282,           0.0052282,           0.0052282
                 243,            0.017436,           0.0065131,           0.0017951,             0.74455,             0.91174,             0.82732,             0.66726,              0.0119,           0.0033691,           0.0080654,           0.0052084,           0.0052084,           0.0052084
                 244,            0.019111,           0.0065884,            0.002234,              0.8235,             0.89753,             0.82669,             0.64023,            0.012038,           0.0034125,           0.0079876,           0.0051886,           0.0051886,           0.0051886
                 245,            0.020582,           0.0057875,          0.00097234,             0.81033,             0.89614,             0.82541,             0.66227,             0.01126,           0.0034537,           0.0082001,           0.0051688,           0.0051688,           0.0051688
                 246,             0.01467,           0.0059067,           0.0016202,             0.81433,             0.89449,             0.82459,             0.64671,            0.011109,           0.0035851,           0.0079981,            0.005149,            0.005149,            0.005149
                 247,            0.016065,           0.0066852,           0.0010693,             0.82604,                 0.9,             0.79626,             0.60946,             0.01214,           0.0038562,           0.0080017,           0.0051292,           0.0051292,           0.0051292
                 248,             0.01873,           0.0067667,            0.001203,             0.82118,                 0.9,             0.79597,             0.60961,            0.012609,           0.0037527,           0.0081127,           0.0051094,           0.0051094,           0.0051094
                 249,            0.019358,           0.0073099,           0.0024752,              0.8266,                 0.9,             0.80123,             0.62346,            0.011431,           0.0036161,           0.0079412,           0.0050896,           0.0050896,           0.0050896
                 250,            0.016062,           0.0055212,           0.0021605,              0.8285,                 0.9,             0.80132,             0.61467,            0.012154,           0.0036509,           0.0080305,           0.0050698,           0.0050698,           0.0050698
                 251,            0.019184,           0.0068481,           0.0032936,             0.78189,             0.89581,             0.79618,             0.59032,            0.012359,           0.0039225,           0.0096008,             0.00505,             0.00505,             0.00505
                 252,            0.017474,            0.006376,           0.0023053,             0.78818,             0.89724,             0.79193,             0.59236,            0.013118,           0.0040581,           0.0090851,           0.0050302,           0.0050302,           0.0050302
                 253,            0.016922,           0.0064273,           0.0011258,             0.76565,             0.89492,             0.79618,             0.60539,            0.012214,            0.003849,           0.0093193,           0.0050104,           0.0050104,           0.0050104
                 254,             0.02005,           0.0066289,           0.0017248,              0.7583,                 0.9,             0.79474,             0.61343,            0.011557,           0.0036633,           0.0091232,           0.0049906,           0.0049906,           0.0049906
                 255,            0.017525,           0.0063708,           0.0020032,             0.74967,             0.81667,             0.76371,             0.58366,            0.012084,           0.0035596,           0.0091022,           0.0049708,           0.0049708,           0.0049708
                 256,             0.01651,           0.0070963,           0.0048708,             0.73026,             0.80864,             0.74238,             0.59455,            0.011263,           0.0032887,           0.0091881,            0.004951,            0.004951,            0.004951
                 257,            0.017967,            0.005934,           0.0022044,             0.70686,             0.81667,             0.73179,             0.56426,            0.012844,           0.0033796,           0.0090614,           0.0049312,           0.0049312,           0.0049312
                 258,             0.01447,           0.0053593,           0.0011286,             0.67914,             0.81019,             0.73232,             0.59176,            0.011365,           0.0032287,           0.0089157,           0.0049114,           0.0049114,           0.0049114
                 259,            0.018164,           0.0059234,           0.0018449,             0.70407,             0.80971,             0.73448,             0.55881,            0.011683,           0.0032511,           0.0076101,           0.0048916,           0.0048916,           0.0048916
                 260,            0.019214,           0.0054296,           0.0017199,             0.74245,             0.81667,             0.73932,             0.56077,            0.012858,           0.0033102,           0.0076468,           0.0048718,           0.0048718,           0.0048718
                 261,             0.01855,           0.0064229,           0.0011212,             0.74901,             0.81814,             0.74298,             0.57415,            0.011878,           0.0032597,            0.007909,            0.004852,            0.004852,            0.004852
                 262,             0.01802,           0.0057422,           0.0040393,             0.74998,             0.82382,             0.74276,             0.60466,            0.011677,           0.0032105,           0.0074627,           0.0048322,           0.0048322,           0.0048322
                 263,            0.018862,            0.005951,           0.0033154,             0.75498,             0.82263,             0.77385,             0.62108,            0.012333,           0.0032573,           0.0069191,           0.0048124,           0.0048124,           0.0048124
                 264,            0.017964,            0.006324,           0.0009352,             0.75701,             0.83223,             0.77074,             0.61926,            0.012137,           0.0033267,           0.0068707,           0.0047926,           0.0047926,           0.0047926
                 265,              0.0182,           0.0051725,           0.0030182,             0.75021,              0.8541,             0.74773,             0.62287,            0.011778,           0.0033636,           0.0067101,           0.0047728,           0.0047728,           0.0047728
                 266,            0.014834,            0.005618,           0.0014368,             0.74244,             0.83946,             0.74407,             0.59982,            0.011272,           0.0034261,           0.0065483,            0.004753,            0.004753,            0.004753
                 267,            0.017124,           0.0062961,           0.0027856,             0.77247,             0.79408,             0.75508,             0.59787,            0.012956,           0.0036366,           0.0073872,           0.0047332,           0.0047332,           0.0047332
                 268,            0.016788,           0.0057002,           0.0020181,              0.7614,              0.7954,             0.78998,             0.60943,            0.012187,           0.0035639,           0.0079796,           0.0047134,           0.0047134,           0.0047134
                 269,            0.019165,           0.0056647,          0.00078159,               0.774,             0.77373,             0.76386,             0.58875,             0.01291,           0.0036561,            0.008086,           0.0046936,           0.0046936,           0.0046936
                 270,            0.017419,           0.0051739,           0.0037292,             0.72618,             0.83716,             0.76374,              0.5954,            0.011934,           0.0035806,           0.0084816,           0.0046738,           0.0046738,           0.0046738
                 271,            0.017903,           0.0063509,            0.001253,             0.72118,             0.90411,             0.81187,             0.64382,            0.011619,           0.0034451,           0.0087391,            0.004654,            0.004654,            0.004654
                 272,            0.016736,           0.0073335,           0.0010909,             0.76956,             0.89817,             0.81538,             0.62004,             0.01289,           0.0034108,           0.0085516,           0.0046342,           0.0046342,           0.0046342
                 273,            0.017746,           0.0062098,           0.0013284,             0.82721,             0.89809,             0.83606,             0.66346,            0.011344,           0.0032892,           0.0084635,           0.0046144,           0.0046144,           0.0046144
                 274,            0.019812,           0.0065393,           0.0021493,             0.82299,                 0.9,              0.8335,             0.67926,            0.010766,           0.0032189,            0.008403,           0.0045946,           0.0045946,           0.0045946
                 275,            0.019257,           0.0061902,            0.001502,             0.82391,                 0.9,             0.83152,             0.64195,            0.011285,           0.0032704,           0.0087498,           0.0045748,           0.0045748,           0.0045748
                 276,            0.017514,           0.0062289,           0.0011312,             0.81227,                 0.9,             0.83037,             0.64349,            0.013449,             0.00331,           0.0088371,            0.004555,            0.004555,            0.004555
                 277,             0.01872,           0.0052787,          0.00079524,             0.77742,                 0.9,             0.83013,             0.63749,            0.012239,           0.0032995,           0.0088696,           0.0045352,           0.0045352,           0.0045352
                 278,            0.015866,            0.006591,           0.0011191,             0.77275,             0.90784,             0.83129,             0.65149,            0.011382,           0.0032761,           0.0089417,           0.0045154,           0.0045154,           0.0045154
                 279,            0.015172,           0.0061915,           0.0010405,             0.77735,             0.90697,             0.82889,             0.64115,            0.011194,           0.0032825,           0.0092621,           0.0044956,           0.0044956,           0.0044956
                 280,            0.017771,           0.0060062,           0.0013328,             0.73789,             0.92409,             0.80775,             0.63246,            0.011086,           0.0033507,           0.0093437,           0.0044758,           0.0044758,           0.0044758
                 281,            0.018007,           0.0057758,          0.00077238,             0.74166,             0.92183,             0.80711,             0.61362,             0.01169,             0.00354,           0.0092922,            0.004456,            0.004456,            0.004456
                 282,            0.017319,           0.0063838,          0.00091769,             0.70856,               0.925,              0.8116,             0.62991,            0.010945,            0.003541,           0.0094463,           0.0044362,           0.0044362,           0.0044362
                 283,            0.015939,           0.0070366,           0.0014746,             0.76657,             0.79167,             0.79019,             0.62303,            0.010952,           0.0035372,           0.0097992,           0.0044164,           0.0044164,           0.0044164
                 284,            0.018649,           0.0049452,           0.0010046,             0.77127,             0.79167,             0.78583,             0.61766,            0.011971,           0.0036204,            0.010018,           0.0043966,           0.0043966,           0.0043966
                 285,            0.015932,           0.0058625,          0.00065911,             0.77311,             0.79167,             0.78477,              0.6267,            0.010523,           0.0035601,            0.010128,           0.0043768,           0.0043768,           0.0043768
                 286,            0.015913,           0.0071059,           0.0017058,             0.77707,             0.79415,             0.79606,             0.64046,              0.0106,           0.0035536,            0.010246,            0.004357,            0.004357,            0.004357
                 287,            0.015793,           0.0059152,           0.0025523,             0.77505,               0.794,             0.82134,             0.65414,            0.011793,           0.0036497,            0.010339,           0.0043372,           0.0043372,           0.0043372
                 288,            0.018795,           0.0068268,          0.00075489,             0.76533,             0.79151,             0.80424,             0.64767,            0.011453,           0.0036936,            0.010765,           0.0043174,           0.0043174,           0.0043174
                 289,            0.016313,           0.0051597,            0.001965,             0.76957,             0.77567,             0.80504,             0.64868,            0.011417,           0.0037408,             0.01081,           0.0042976,           0.0042976,           0.0042976
                 290,            0.017748,           0.0059553,           0.0014794,             0.77201,             0.77145,              0.8153,             0.65045,            0.011737,            0.003808,            0.010406,           0.0042778,           0.0042778,           0.0042778
                 291,            0.017035,           0.0073307,           0.0013085,             0.73516,             0.86929,             0.84314,             0.66177,            0.011763,           0.0036948,            0.010314,            0.004258,            0.004258,            0.004258
                 292,             0.01696,           0.0054138,          0.00062835,             0.74039,             0.88743,             0.84314,             0.68495,            0.012525,           0.0036266,            0.010473,           0.0042382,           0.0042382,           0.0042382
                 293,            0.019005,            0.005611,          0.00099934,             0.74835,             0.86807,             0.84278,             0.69073,            0.011938,           0.0035312,            0.010799,           0.0042184,           0.0042184,           0.0042184
                 294,            0.018443,           0.0052401,          0.00067124,             0.74953,             0.86876,             0.80715,             0.67088,            0.011406,           0.0035164,            0.010831,           0.0041986,           0.0041986,           0.0041986
                 295,            0.018212,            0.005561,          0.00048465,             0.74843,               0.875,             0.82246,             0.66346,            0.011708,           0.0034094,            0.010527,           0.0041788,           0.0041788,           0.0041788
                 296,            0.022854,            0.005994,           0.0016462,             0.74465,             0.86779,             0.82904,             0.68371,            0.011009,           0.0033202,            0.010714,            0.004159,            0.004159,            0.004159
                 297,            0.019527,           0.0068742,           0.0016926,             0.76722,             0.79167,             0.82403,             0.66335,            0.010724,           0.0032907,             0.01088,           0.0041392,           0.0041392,           0.0041392
                 298,            0.016554,           0.0057745,           0.0025726,             0.76773,             0.79167,              0.8254,              0.6709,            0.011265,           0.0032811,            0.011135,           0.0041194,           0.0041194,           0.0041194
                 299,            0.017005,           0.0055698,            0.003989,             0.76971,             0.79167,             0.75537,             0.60963,            0.010891,             0.00337,            0.011182,           0.0040996,           0.0040996,           0.0040996
                 300,            0.021773,            0.004808,            0.005351,               0.772,             0.79167,             0.75425,              0.6027,            0.011424,           0.0034943,            0.011064,           0.0040798,           0.0040798,           0.0040798
                 301,            0.016933,           0.0060653,          0.00074228,             0.77378,             0.79167,             0.75581,             0.60512,            0.011145,           0.0035434,            0.010989,             0.00406,             0.00406,             0.00406
                 302,            0.018021,           0.0057308,          0.00088203,             0.77514,             0.79158,             0.75385,             0.60504,            0.011372,           0.0035992,            0.010957,           0.0040402,           0.0040402,           0.0040402
                 303,            0.015959,           0.0060707,           0.0020587,             0.77718,             0.79167,             0.75581,             0.58893,            0.011312,           0.0035157,            0.010964,           0.0040204,           0.0040204,           0.0040204
                 304,             0.01613,           0.0050493,           0.0011743,             0.77695,             0.78959,             0.75257,             0.57324,            0.011878,            0.003557,            0.010979,           0.0040006,           0.0040006,           0.0040006
                 305,            0.015183,           0.0048073,          0.00088434,             0.77432,             0.78781,               0.751,             0.59425,            0.011496,           0.0036054,            0.010992,           0.0039808,           0.0039808,           0.0039808
                 306,             0.01572,           0.0052443,          0.00077822,             0.77483,             0.78051,             0.75237,             0.59796,            0.010933,           0.0035532,             0.01096,            0.003961,            0.003961,            0.003961
                 307,            0.017408,           0.0047182,          0.00053767,             0.77257,             0.77804,             0.75665,             0.59702,            0.012658,           0.0036192,            0.010773,           0.0039412,           0.0039412,           0.0039412
                 308,             0.01773,           0.0052568,          0.00066873,               0.767,             0.77532,             0.76059,             0.60267,            0.011345,           0.0034492,            0.010755,           0.0039214,           0.0039214,           0.0039214
                 309,            0.016609,           0.0070918,           0.0013276,              0.6899,             0.88393,             0.75952,              0.5979,            0.011568,           0.0033495,            0.010616,           0.0039016,           0.0039016,           0.0039016
                 310,            0.014124,           0.0056113,           0.0013003,             0.67015,             0.88882,             0.76926,              0.6224,            0.011297,           0.0032532,             0.01053,           0.0038818,           0.0038818,           0.0038818
                 311,            0.014878,           0.0055939,           0.0005916,             0.66722,             0.87655,             0.76869,             0.62472,            0.010796,           0.0032027,            0.010432,            0.003862,            0.003862,            0.003862
                 312,            0.016151,           0.0055293,            0.001033,             0.68842,             0.89141,             0.76622,             0.62111,            0.012002,           0.0031958,            0.010708,           0.0038422,           0.0038422,           0.0038422
